curso,periodo,inscritos,vagas,demanda,ano,semestre,unidade,lon,lat,curso_resumido,unidade_pad,code_muni,name_muni,code_state,abbrev_state
Agronegócio,Noite,62,40,1.55,2025,1,etec-arnaldo-pereira-cheregatti,-46.9753177,-22.0587595,Agronegócio,etec-arnaldo-pereira-cheregatti,3500303,Aguaí,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-N,Noite,17,40,0.42,2025,1,etec-arnaldo-pereira-cheregatti,-46.9753177,-22.0587595,Administração,etec-arnaldo-pereira-cheregatti,3500303,Aguaí,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-PI,Manhã e Tarde,61,40,1.52,2025,1,etec-arnaldo-pereira-cheregatti,-46.9753177,-22.0587595,Administração,etec-arnaldo-pereira-cheregatti,3500303,Aguaí,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Informática - MTec,Manhã,66,40,1.65,2025,1,etec-arnaldo-pereira-cheregatti,-46.9753177,-22.0587595,Informática,etec-arnaldo-pereira-cheregatti,3500303,Aguaí,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Marketing - MTec,Manhã,82,40,2.04,2025,1,etec-arnaldo-pereira-cheregatti,-46.9753177,-22.0587595,Marketing,etec-arnaldo-pereira-cheregatti,3500303,Aguaí,35,SP
Administração,Noite,82,40,2.04,2025,1,etec-astor-de-mattos-carvalho-ee-prof-christino-cabral,-49.3211005,-22.4793229,Administração,etec-astor-de-mattos-carvalho-ee-prof...,3508306,Cabrália Paulista,35,SP
Contabilidade,Noite,52,40,1.3,2025,1,etec-astor-de-mattos-carvalho-ee-prof-christino-cabral,-49.3211005,-22.4793229,Contabilidade,etec-astor-de-mattos-carvalho-ee-prof...,3508306,Cabrália Paulista,35,SP
Informática,Noite,61,40,1.52,2025,1,etec-astor-de-mattos-carvalho-ee-prof-christino-cabral,-49.3211005,-22.4793229,Informática,etec-astor-de-mattos-carvalho-ee-prof...,3508306,Cabrália Paulista,35,SP
Agroindústria,Noite,53,35,1.51,2025,1,etec-astor-de-mattos-carvalho,-49.3211005,-22.4793229,Agroindústria,etec-astor-de-mattos-carvalho,3508306,Cabrália Paulista,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-PI,Manhã e Tarde,57,35,1.62,2025,1,etec-astor-de-mattos-carvalho,-49.3211005,-22.4793229,Administração,etec-astor-de-mattos-carvalho,3508306,Cabrália Paulista,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Agropecuária - MTec-PI,Manhã e Tarde,102,35,2.91,2025,1,etec-astor-de-mattos-carvalho,-49.3211005,-22.4793229,Agropecuária,etec-astor-de-mattos-carvalho,3508306,Cabrália Paulista,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Informática para Internet - MTec-PI,Manhã e Tarde,55,35,1.57,2025,1,etec-astor-de-mattos-carvalho,-49.3211005,-22.4793229,Informática para Internet,etec-astor-de-mattos-carvalho,3508306,Cabrália Paulista,35,SP
Administração,Noite,82,40,2.04,2025,1,etec-augusto-tortolero-araujo,-50.5973968,-22.4152584,Administração,etec-augusto-tortolero-araujo,3535507,Paraguaçu Paulista,35,SP
Agroindústria,Noite,67,40,1.67,2025,1,etec-augusto-tortolero-araujo,-50.5973968,-22.4152584,Agroindústria,etec-augusto-tortolero-araujo,3535507,Paraguaçu Paulista,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Agropecuária - MTec-PI,Manhã e Tarde,114,40,2.85,2025,1,etec-augusto-tortolero-araujo,-50.5973968,-22.4152584,Agropecuária,etec-augusto-tortolero-araujo,3535507,Paraguaçu Paulista,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Alimentos - MTec,Tarde,90,40,2.25,2025,1,etec-augusto-tortolero-araujo,-50.5973968,-22.4152584,Alimentos,etec-augusto-tortolero-araujo,3535507,Paraguaçu Paulista,35,SP
Ensino Médio com Itinerário Formativo de Linguagens e suas Tecnologias,Manhã,103,40,2.57,2025,1,etec-augusto-tortolero-araujo,-50.5973968,-22.4152584,Linguagens e suas Tecnologias,etec-augusto-tortolero-araujo,3535507,Paraguaçu Paulista,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-N,Noite,120,40,3,2025,1,etec-bartolomeu-bueno-da-silva-anhanguera,-46.87814710286887,-23.40695804930384,Administração,etec-bartolomeu-bueno-da-silva-anhang...,3547304,Santana De Parnaíba,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Contabilidade - MTec-N,Noite,26,40,0.65,2025,1,etec-bartolomeu-bueno-da-silva-anhanguera,-46.87814710286887,-23.40695804930384,Contabilidade,etec-bartolomeu-bueno-da-silva-anhang...,3547304,Santana De Parnaíba,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Informática para Internet - MTec-AMS,Manhã,223,40,5.57,2025,1,etec-bartolomeu-bueno-da-silva-anhanguera,-46.87814710286887,-23.40695804930384,Informática para Internet,etec-bartolomeu-bueno-da-silva-anhang...,3547304,Santana De Parnaíba,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Informática para Internet - MTec-PI,Manhã e Tarde,201,40,5.02,2025,1,etec-bartolomeu-bueno-da-silva-anhanguera,-46.87814710286887,-23.40695804930384,Informática para Internet,etec-bartolomeu-bueno-da-silva-anhang...,3547304,Santana De Parnaíba,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Logística - MTec-PI,Manhã e Tarde,93,40,2.32,2025,1,etec-bartolomeu-bueno-da-silva-anhanguera,-46.87814710286887,-23.40695804930384,Logística,etec-bartolomeu-bueno-da-silva-anhang...,3547304,Santana De Parnaíba,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Recursos Humanos - MTec-PI,Manhã e Tarde,155,40,3.87,2025,1,etec-bartolomeu-bueno-da-silva-anhanguera,-46.87814710286887,-23.40695804930384,Recursos Humanos,etec-bartolomeu-bueno-da-silva-anhang...,3547304,Santana De Parnaíba,35,SP
Segurança do Trabalho,Noite,82,40,2.04,2025,1,etec-bartolomeu-bueno-da-silva-anhanguera,-46.87814710286887,-23.40695804930384,Segurança do Trabalho,etec-bartolomeu-bueno-da-silva-anhang...,3547304,Santana De Parnaíba,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-N,Noite,140,40,3.5,2025,1,etec-benedito-storani-centro-de-educacao-profissional-de-vinhedo-vinhedo,-46.981516,-23.028518,Administração,etec-benedito-storani-centro-de-educa...,3556701,Vinhedo,35,SP
Administração,Noite,50,30,1.66,2025,1,etec-benedito-storani-emeb-jose-odair-montelatto-louveira,-46.9749528,-23.0988461,Administração,etec-benedito-storani-emeb-jose-odair...,3527306,Louveira,35,SP
Alimentos - 20% On-line,Noite,44,40,1.1,2025,1,etec-benedito-storani,-46.9434555,-23.1887655,Alimentos,etec-benedito-storani,3525904,Jundiaí,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Tarde,163,40,4.07,2025,1,etec-benedito-storani,-46.9434555,-23.1887655,Administração,etec-benedito-storani,3525904,Jundiaí,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-N,Noite,80,40,2,2025,1,etec-benedito-storani,-46.9434555,-23.1887655,Administração,etec-benedito-storani,3525904,Jundiaí,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Agropecuária - MTec-PI,Manhã e Tarde,234,40,5.85,2025,1,etec-benedito-storani,-46.9434555,-23.1887655,Agropecuária,etec-benedito-storani,3525904,Jundiaí,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Alimentos - MTec,Manhã,193,40,4.82,2025,1,etec-benedito-storani,-46.9434555,-23.1887655,Alimentos,etec-benedito-storani,3525904,Jundiaí,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Gastronomia - MTec,Tarde,128,40,3.2,2025,1,etec-benedito-storani,-46.9434555,-23.1887655,Gastronomia,etec-benedito-storani,3525904,Jundiaí,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Nutrição e Dietética - MTec-PI,Manhã e Tarde,228,40,5.7,2025,1,etec-benedito-storani,-46.9434555,-23.1887655,Nutrição e Dietética,etec-benedito-storani,3525904,Jundiaí,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Química - MTec-PI,Manhã e Tarde,177,40,4.42,2025,1,etec-benedito-storani,-46.9434555,-23.1887655,Química,etec-benedito-storani,3525904,Jundiaí,35,SP
Gastronomia - 20% On-line,Noite,89,40,2.22,2025,1,etec-benedito-storani,-46.9434555,-23.1887655,Gastronomia,etec-benedito-storani,3525904,Jundiaí,35,SP
Nutrição e Dietética - 20% On-line,Noite,53,40,1.32,2025,1,etec-benedito-storani,-46.9434555,-23.1887655,Nutrição e Dietética,etec-benedito-storani,3525904,Jundiaí,35,SP
Química,Noite,91,40,2.27,2025,1,etec-benedito-storani,-46.9434555,-23.1887655,Química,etec-benedito-storani,3525904,Jundiaí,35,SP
Viticultura e Enologia,Noite,53,40,1.32,2025,1,etec-benedito-storani,-46.9434555,-23.1887655,Viticultura e Enologia,etec-benedito-storani,3525904,Jundiaí,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-N,Noite,26,30,0.86,2025,1,etec-bento-carlos-botelho-do-amaral-ee-aurelio-arrobas-martins,-46.47811030286432,-23.57481091121549,Administração,etec-bento-carlos-botelho-do-amaral-e...,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec - AMS,Tarde,61,35,1.74,2025,1,etec-bento-carlos-botelho-do-amaral-faculdade-de-tecnologia-nilo-de-stefani,-48.2211127299054,-21.358786764286783,Administração,etec-bento-carlos-botelho-do-amaral-f...,3518602,Guariba,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Química - MTec-AMS,Tarde,53,35,1.51,2025,1,etec-bento-carlos-botelho-do-amaral-faculdade-de-tecnologia-nilo-de-stefani,-48.2211127299054,-21.358786764286783,Química,etec-bento-carlos-botelho-do-amaral-f...,3518602,Guariba,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Manhã,183,35,5.22,2025,1,etec-bento-carlos-botelho-do-amaral,-48.22119856059006,-21.358706828598557,Administração,etec-bento-carlos-botelho-do-amaral,3518602,Guariba,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec,Manhã,151,35,4.31,2025,1,etec-bento-carlos-botelho-do-amaral,-48.22119856059006,-21.358706828598557,Desenvolvimento de Sistemas,etec-bento-carlos-botelho-do-amaral,3518602,Guariba,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Informática - MTec,Tarde,81,35,2.31,2025,1,etec-bento-carlos-botelho-do-amaral,-48.22119856059006,-21.358706828598557,Informática,etec-bento-carlos-botelho-do-amaral,3518602,Guariba,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Meio Ambiente - MTec,Tarde,59,35,1.68,2025,1,etec-bento-carlos-botelho-do-amaral,-48.22119856059006,-21.358706828598557,Meio Ambiente,etec-bento-carlos-botelho-do-amaral,3518602,Guariba,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Química - MTec,Manhã,99,35,2.82,2025,1,etec-bento-carlos-botelho-do-amaral,-48.22119856059006,-21.358706828598557,Química,etec-bento-carlos-botelho-do-amaral,3518602,Guariba,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Recursos Humanos - MTec-N,Noite,60,35,1.71,2025,1,etec-bento-carlos-botelho-do-amaral,-48.22119856059006,-21.358706828598557,Recursos Humanos,etec-bento-carlos-botelho-do-amaral,3518602,Guariba,35,SP
Administração - 20% On-line,Noite,29,35,0.82,2025,1,etec-bento-quirino-ee-deputado-eduardo-barnabe,-47.04671099999999,-22.8881307,Administração,etec-bento-quirino-ee-deputado-eduard...,3509502,Campinas,35,SP
Recursos Humanos,Noite,43,35,1.22,2025,1,etec-bento-quirino-ee-francisco-glicerio,-47.04671099999999,-22.8881307,Recursos Humanos,etec-bento-quirino-ee-francisco-glicerio,3509502,Campinas,35,SP
Administração,Noite,52,35,1.48,2025,1,etec-bento-quirino-ee-hercy-moraes,-47.04671099999999,-22.8881307,Administração,etec-bento-quirino-ee-hercy-moraes,3509502,Campinas,35,SP
Eletrônica,Noite,60,35,1.71,2025,1,etec-bento-quirino,-47.04671099999999,-22.8881307,Eletrônica,etec-bento-quirino,3509502,Campinas,35,SP
Eletrotécnica,Noite,76,35,2.17,2025,1,etec-bento-quirino,-47.04671099999999,-22.8881307,Eletrotécnica,etec-bento-quirino,3509502,Campinas,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-N,Noite,118,35,3.37,2025,1,etec-bento-quirino,-47.04671099999999,-22.8881307,Administração,etec-bento-quirino,3509502,Campinas,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-PI,Manhã e Tarde,432,35,12.34,2025,1,etec-bento-quirino,-47.04671099999999,-22.8881307,Administração,etec-bento-quirino,3509502,Campinas,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec,Manhã,611,35,17.45,2025,1,etec-bento-quirino,-47.04671099999999,-22.8881307,Desenvolvimento de Sistemas,etec-bento-quirino,3509502,Campinas,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec - AMS,Tarde,287,35,8.19,2025,1,etec-bento-quirino,-47.04671099999999,-22.8881307,Desenvolvimento de Sistemas,etec-bento-quirino,3509502,Campinas,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - Mtec-N,Noite,92,35,2.62,2025,1,etec-bento-quirino,-47.04671099999999,-22.8881307,Desenvolvimento de Sistemas,etec-bento-quirino,3509502,Campinas,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Eletrônica - MTec-PI,Manhã e Tarde,291,35,8.31,2025,1,etec-bento-quirino,-47.04671099999999,-22.8881307,Eletrônica,etec-bento-quirino,3509502,Campinas,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Eletrotécnica - MTec,Manhã,209,35,5.97,2025,1,etec-bento-quirino,-47.04671099999999,-22.8881307,Eletrotécnica,etec-bento-quirino,3509502,Campinas,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Logística - MTec-PI,Manhã e Tarde,193,35,5.51,2025,1,etec-bento-quirino,-47.04671099999999,-22.8881307,Logística,etec-bento-quirino,3509502,Campinas,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Mecânica - MTec-PI,Manhã e Tarde,256,35,7.31,2025,1,etec-bento-quirino,-47.04671099999999,-22.8881307,Mecânica,etec-bento-quirino,3509502,Campinas,35,SP
Mecânica,Noite,60,35,1.71,2025,1,etec-bento-quirino,-47.04671099999999,-22.8881307,Mecânica,etec-bento-quirino,3509502,Campinas,35,SP
Recursos Humanos,Noite,39,35,1.11,2025,1,etec-carlos-de-campos-ee-presidente-roosevelt,-46.6217604,-23.5381644,Recursos Humanos,etec-carlos-de-campos-ee-presidente-r...,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Agenciamento de Viagem - MTec - AMS,Tarde,41,40,1.02,2025,1,etec-carlos-de-campos-fatec-do-ipiranga-pastor-eneas-tognini,-46.6217604,-23.5381644,Agenciamento de Viagem,etec-carlos-de-campos-fatec-do-ipiran...,3550308,São Paulo,35,SP
Design Gráfico,Noite,94,40,2.35,2025,1,etec-carlos-de-campos,-46.6217604,-23.5381644,Design Gráfico,etec-carlos-de-campos,3550308,São Paulo,35,SP
Enfermagem,Manhã,246,40,6.15,2025,1,etec-carlos-de-campos,-46.6217604,-23.5381644,Enfermagem,etec-carlos-de-campos,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Design de Interiores - MTec,Manhã,128,40,3.2,2025,1,etec-carlos-de-campos,-46.6217604,-23.5381644,Design de Interiores,etec-carlos-de-campos,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Design de Interiores - MTec,Tarde,52,40,1.3,2025,1,etec-carlos-de-campos,-46.6217604,-23.5381644,Design de Interiores,etec-carlos-de-campos,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Design Gráfico - MTec,Manhã,218,40,5.45,2025,1,etec-carlos-de-campos,-46.6217604,-23.5381644,Design Gráfico,etec-carlos-de-campos,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Design Gráfico - MTec,Tarde,107,40,2.67,2025,1,etec-carlos-de-campos,-46.6217604,-23.5381644,Design Gráfico,etec-carlos-de-campos,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Edificações - MTec,Manhã,104,40,2.6,2025,1,etec-carlos-de-campos,-46.6217604,-23.5381644,Edificações,etec-carlos-de-campos,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Gastronomia - MTec,Tarde,178,40,4.45,2025,1,etec-carlos-de-campos,-46.6217604,-23.5381644,Gastronomia,etec-carlos-de-campos,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Modelagem do Vestuário - MTec,Tarde,169,40,4.22,2025,1,etec-carlos-de-campos,-46.6217604,-23.5381644,Modelagem do Vestuário,etec-carlos-de-campos,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Nutrição e Dietética - MTec,Manhã,211,40,5.27,2025,1,etec-carlos-de-campos,-46.6217604,-23.5381644,Nutrição e Dietética,etec-carlos-de-campos,3550308,São Paulo,35,SP
Gastronomia,Noite,72,40,1.8,2025,1,etec-carlos-de-campos,-46.6217604,-23.5381644,Gastronomia,etec-carlos-de-campos,3550308,São Paulo,35,SP
Modelagem do Vestuário,Noite,144,40,3.6,2025,1,etec-carlos-de-campos,-46.6217604,-23.5381644,Modelagem do Vestuário,etec-carlos-de-campos,3550308,São Paulo,35,SP
Nutrição e Dietética,Noite,67,40,1.67,2025,1,etec-carlos-de-campos,-46.6217604,-23.5381644,Nutrição e Dietética,etec-carlos-de-campos,3550308,São Paulo,35,SP
Recursos Humanos,Noite,43,30,1.43,2025,1,etec-carolina-carinhato-sampaio-ceu-campo-limpo,-46.7294153,-23.6623375,Recursos Humanos,etec-carolina-carinhato-sampaio-ceu-c...,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-N,Noite,93,30,3.1,2025,1,etec-carolina-carinhato-sampaio-ceu-cantos-do-amanhecer,-46.7294153,-23.6623375,Administração,etec-carolina-carinhato-sampaio-ceu-c...,3550308,São Paulo,35,SP
Logística,Noite,30,30,1,2025,1,etec-carolina-carinhato-sampaio-ceu-cantos-do-amanhecer,-46.7294153,-23.6623375,Logística,etec-carolina-carinhato-sampaio-ceu-c...,3550308,São Paulo,35,SP
Administração,Noite,75,60,1.25,2025,1,etec-carolina-carinhato-sampaio-ceu-capao-redondo,-46.7696011,-23.6746244,Administração,etec-carolina-carinhato-sampaio-ceu-c...,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Logística - Mtec-N,Noite,77,30,2.56,2025,1,etec-carolina-carinhato-sampaio-ceu-capao-redondo,-46.7696011,-23.6746244,Logística,etec-carolina-carinhato-sampaio-ceu-c...,3550308,São Paulo,35,SP
Administração,Noite,26,30,0.86,2025,1,etec-carolina-carinhato-sampaio-ceu-tres-lagos,-46.7294153,-23.6623375,Administração,etec-carolina-carinhato-sampaio-ceu-t...,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-N,Noite,80,30,2.66,2025,1,etec-carolina-carinhato-sampaio-ceu-tres-lagos,-46.7294153,-23.6623375,Administração,etec-carolina-carinhato-sampaio-ceu-t...,3550308,São Paulo,35,SP
Administração,Tarde,69,40,1.72,2025,1,etec-carolina-carinhato-sampaio,-46.7294153,-23.6623375,Administração,etec-carolina-carinhato-sampaio,3550308,São Paulo,35,SP
Administração,Noite,58,40,1.45,2025,1,etec-carolina-carinhato-sampaio,-46.7294153,-23.6623375,Administração,etec-carolina-carinhato-sampaio,3550308,São Paulo,35,SP
Enfermagem,Manhã,124,40,3.1,2025,1,etec-carolina-carinhato-sampaio,-46.7294153,-23.6623375,Enfermagem,etec-carolina-carinhato-sampaio,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Manhã,542,40,13.55,2025,1,etec-carolina-carinhato-sampaio,-46.7294153,-23.6623375,Administração,etec-carolina-carinhato-sampaio,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Tarde,99,40,2.47,2025,1,etec-carolina-carinhato-sampaio,-46.7294153,-23.6623375,Administração,etec-carolina-carinhato-sampaio,3550308,São Paulo,35,SP
